REGION	Region	LOCATION	Country	INCOME	Income	VAR	Variable	TIME	Year	Value	Flag Codes	Flags
AFR	Africa	BEN	Benin	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	53.3		
ALL	All regions	BEN	Benin	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	39.8		
ALL	All regions	BEN	Benin	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	40.5		
ALL	All regions	BEN	Benin	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	27.7		
ALL	All regions	BEN	Benin	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	36.2		
ALL	All regions	BEN	Benin	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	53.3		
ASI	Asia	BTN	Bhutan	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	40.5		
ASI	Asia	BTN	Bhutan	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	22.9		
ALL	All regions	BTN	Bhutan	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	40.5		
ALL	All regions	BTN	Bhutan	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	22.9		
AME	Americas	BOL	Bolivia	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	21.4		
AME	Americas	BOL	Bolivia	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	28.5		
AME	Americas	BOL	Bolivia	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	16.2		
AME	Americas	BOL	Bolivia	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	27.4		
AME	Americas	BOL	Bolivia	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	12.7		
ALL	All regions	BOL	Bolivia	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	21.4		
ALL	All regions	BOL	Bolivia	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	28.5		
ALL	All regions	BOL	Bolivia	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	16.2		
ALL	All regions	BOL	Bolivia	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	27.4		
ALL	All regions	BOL	Bolivia	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	12.7		
EUR	Europe	BIH	Bosnia and Herzegovina	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	21.8		
EUR	Europe	BIH	Bosnia and Herzegovina	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	27.4		
EUR	Europe	BIH	Bosnia and Herzegovina	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	10.9		
EUR	Europe	BIH	Bosnia and Herzegovina	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	30.6		
EUR	Europe	BIH	Bosnia and Herzegovina	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	17.1		
ALL	All regions	BIH	Bosnia and Herzegovina	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	21.8		
ALL	All regions	BIH	Bosnia and Herzegovina	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	27.4		
ALL	All regions	BIH	Bosnia and Herzegovina	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	10.9		
ALL	All regions	BIH	Bosnia and Herzegovina	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	30.6		
ALL	All regions	BIH	Bosnia and Herzegovina	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	17.1		
AFR	Africa	BWA	Botswana	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	39.6		
AFR	Africa	BWA	Botswana	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	39.9		
AFR	Africa	BWA	Botswana	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	52.4		
ALL	All regions	BWA	Botswana	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	39.6		
ALL	All regions	BWA	Botswana	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	39.9		
ALL	All regions	BWA	Botswana	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	52.4		
AME	Americas	BRA	Brazil	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	21.2		
AME	Americas	BRA	Brazil	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	28		
AME	Americas	BRA	Brazil	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	14.8		
AME	Americas	BRA	Brazil	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	17.5		
AME	Americas	BRA	Brazil	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	23.9		
ALL	All regions	BRA	Brazil	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	21.2		
ALL	All regions	BRA	Brazil	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	28		
ALL	All regions	BRA	Brazil	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	14.8		
ALL	All regions	BRA	Brazil	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	17.5		
ALL	All regions	BRA	Brazil	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	23.9		
ASI	Asia	BRN	Brunei Darussalam	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	79.9		
ALL	All regions	BRN	Brunei Darussalam	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	79.9		
EUR	Europe	BGR	Bulgaria	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	23.4		
EUR	Europe	BGR	Bulgaria	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	27.5		
EUR	Europe	BGR	Bulgaria	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	15.6		
EUR	Europe	BGR	Bulgaria	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	29.7		
EUR	Europe	BGR	Bulgaria	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	20.1		
ALL	All regions	BGR	Bulgaria	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	23.4		
ALL	All regions	BGR	Bulgaria	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	27.5		
ALL	All regions	BGR	Bulgaria	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	15.6		
ALL	All regions	BGR	Bulgaria	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	29.7		
ALL	All regions	BGR	Bulgaria	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	20.1		
AFR	Africa	BFA	Burkina Faso	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	32.4		
AFR	Africa	BFA	Burkina Faso	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	44.9		
AFR	Africa	BFA	Burkina Faso	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	35.5		
AFR	Africa	BFA	Burkina Faso	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	32.9		
AFR	Africa	BFA	Burkina Faso	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	13.8		
ALL	All regions	BFA	Burkina Faso	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	32.4		
ALL	All regions	BFA	Burkina Faso	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	44.9		
ALL	All regions	BFA	Burkina Faso	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	35.5		
ALL	All regions	BFA	Burkina Faso	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	32.9		
ALL	All regions	BFA	Burkina Faso	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	13.8		
AFR	Africa	BDI	Burundi	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	31.9		
ALL	All regions	BDI	Burundi	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	31.9		
ASI	Asia	KHM	Cambodia	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	29.5		
ASI	Asia	KHM	Cambodia	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	34.2		
ASI	Asia	KHM	Cambodia	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	13.5		
ASI	Asia	KHM	Cambodia	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	27.6		
ASI	Asia	KHM	Cambodia	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	40.9		
ALL	All regions	KHM	Cambodia	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	29.5		
ALL	All regions	KHM	Cambodia	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	34.2		
ALL	All regions	KHM	Cambodia	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	13.5		
ALL	All regions	KHM	Cambodia	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	27.6		
ALL	All regions	KHM	Cambodia	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	40.9		
AFR	Africa	CMR	Cameroon	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	51.8		
AFR	Africa	CMR	Cameroon	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	51.1		
AFR	Africa	CMR	Cameroon	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	26.3		
AFR	Africa	CMR	Cameroon	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	77.7		
AFR	Africa	CMR	Cameroon	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	45.4		
ALL	All regions	CMR	Cameroon	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	51.8		
ALL	All regions	CMR	Cameroon	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	51.1		
ALL	All regions	CMR	Cameroon	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	26.3		
ALL	All regions	CMR	Cameroon	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	77.7		
ALL	All regions	CMR	Cameroon	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	45.4		
AFR	Africa	CPV	Cabo Verde	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	36.8		
AFR	Africa	CPV	Cabo Verde	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	9.9		
ALL	All regions	CPV	Cabo Verde	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	36.8		
ALL	All regions	CPV	Cabo Verde	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	9.9		
AFR	Africa	CAF	Central African Republic	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	43.4		
AFR	Africa	CAF	Central African Republic	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	56.4		
AFR	Africa	CAF	Central African Republic	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	24.5		
AFR	Africa	CAF	Central African Republic	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	35.1		
AFR	Africa	CAF	Central African Republic	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	54.2		
ALL	All regions	CAF	Central African Republic	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	43.4		
ALL	All regions	CAF	Central African Republic	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	56.4		
ALL	All regions	CAF	Central African Republic	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	24.5		
ALL	All regions	CAF	Central African Republic	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	35.1		
ALL	All regions	CAF	Central African Republic	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	54.2		
AFR	Africa	TCD	Chad	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	45.4		
AFR	Africa	TCD	Chad	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	55.8		
AFR	Africa	TCD	Chad	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	32.2		
AFR	Africa	TCD	Chad	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	61.9		
AFR	Africa	TCD	Chad	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	27.2		
ALL	All regions	TCD	Chad	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	45.4		
ALL	All regions	TCD	Chad	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	55.8		
ALL	All regions	TCD	Chad	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	32.2		
ALL	All regions	TCD	Chad	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	61.9		
ALL	All regions	TCD	Chad	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	27.2		
AME	Americas	CHL	Chile	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	36.1		
AME	Americas	CHL	Chile	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	36.4		
AME	Americas	CHL	Chile	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	18.8		
AME	Americas	CHL	Chile	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	64.8		
AME	Americas	CHL	Chile	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	16.6		
ALL	All regions	CHL	Chile	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	36.1		
ALL	All regions	CHL	Chile	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	36.4		
ALL	All regions	CHL	Chile	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	18.8		
ALL	All regions	CHL	Chile	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	64.8		
ALL	All regions	CHL	Chile	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	16.6		
ASI	Asia	CHN	China (People's Republic of)	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	18.4		
ALL	All regions	CHN	China (People's Republic of)	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	18.4		
AME	Americas	COL	Colombia	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	15		
AME	Americas	COL	Colombia	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	9.6		
AME	Americas	COL	Colombia	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	14.9		
AME	Americas	COL	Colombia	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	14.5		
AME	Americas	COL	Colombia	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	20.6		
ALL	All regions	COL	Colombia	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	15		
ALL	All regions	COL	Colombia	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	9.6		
ALL	All regions	COL	Colombia	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	14.9		
ALL	All regions	COL	Colombia	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	14.5		
ALL	All regions	COL	Colombia	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	20.6		
AFR	Africa	COM	Comoros	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	80.9		
AFR	Africa	COM	Comoros	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	28.2		
ALL	All regions	COM	Comoros	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	80.9		
ALL	All regions	COM	Comoros	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	28.2		
AFR	Africa	COG	Congo	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	42.8		
AFR	Africa	COG	Congo	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	58.3		
ALL	All regions	COG	Congo	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	42.8		
ALL	All regions	COG	Congo	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	58.3		
AME	Americas	CRI	Costa Rica	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	27.9		
AME	Americas	CRI	Costa Rica	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	45.7		
AME	Americas	CRI	Costa Rica	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	24.8		
AME	Americas	CRI	Costa Rica	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	27.5		
AME	Americas	CRI	Costa Rica	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	10.5		
ALL	All regions	CRI	Costa Rica	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	27.9		
ALL	All regions	CRI	Costa Rica	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	45.7		
ALL	All regions	CRI	Costa Rica	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	24.8		
ALL	All regions	CRI	Costa Rica	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	27.5		
ALL	All regions	CRI	Costa Rica	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	10.5		
AFR	Africa	CIV	Côte d'Ivoire	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	42.8		
AFR	Africa	CIV	Côte d'Ivoire	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	29.7		
AFR	Africa	CIV	Côte d'Ivoire	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	35.6		
AFR	Africa	CIV	Côte d'Ivoire	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	76.1		
