"REGION","Region","LOCATION","Country","INC","Income","VAR","Variable","TIME","Year","Value","Flag Codes","Flags"
"ASI","Asia","BRN","Brunei Darussalam","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BRN","Brunei Darussalam","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"EUR","Europe","BGR","Bulgaria","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"EUR","Europe","BGR","Bulgaria","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",18.2,,
"EUR","Europe","BGR","Bulgaria","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",23,,
"ALL","All regions","BGR","Bulgaria","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BGR","Bulgaria","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",18.2,,
"ALL","All regions","BGR","Bulgaria","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",23,,
"AFR","Africa","BFA","Burkina Faso","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","BFA","Burkina Faso","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",43.5,,
"AFR","Africa","BFA","Burkina Faso","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",11.5,,
"ALL","All regions","BFA","Burkina Faso","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BFA","Burkina Faso","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",43.5,,
"ALL","All regions","BFA","Burkina Faso","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",11.5,,
"AFR","Africa","BDI","Burundi","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","BDI","Burundi","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",72.9,,
"AFR","Africa","BDI","Burundi","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",46.7,,
"ALL","All regions","BDI","Burundi","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","BDI","Burundi","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",72.9,,
"ALL","All regions","BDI","Burundi","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",46.7,,
"ASI","Asia","KHM","Cambodia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ASI","Asia","KHM","Cambodia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",50.4,,
"ASI","Asia","KHM","Cambodia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",20.9,,
"ALL","All regions","KHM","Cambodia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","KHM","Cambodia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",50.4,,
"ALL","All regions","KHM","Cambodia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",20.9,,
"AFR","Africa","CMR","Cameroon","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","CMR","Cameroon","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",36.1,,
"AFR","Africa","CMR","Cameroon","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",51.1,,
"ALL","All regions","CMR","Cameroon","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","CMR","Cameroon","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",36.1,,
"ALL","All regions","CMR","Cameroon","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",51.1,,
"AFR","Africa","CPV","Cabo Verde","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","CPV","Cabo Verde","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",17.3,,
"AFR","Africa","CPV","Cabo Verde","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",12.6,,
"ALL","All regions","CPV","Cabo Verde","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","CPV","Cabo Verde","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",17.3,,
"ALL","All regions","CPV","Cabo Verde","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",12.6,,
"AFR","Africa","CAF","Central African Republic","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"AFR","Africa","CAF","Central African Republic","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",79.6,,
"AFR","Africa","CAF","Central African Republic","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",29.8,,
"ALL","All regions","CAF","Central African Republic","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","CAF","Central African Republic","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",79.6,,
"ALL","All regions","CAF","Central African Republic","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",29.8,,
"AFR","Africa","TCD","Chad","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","TCD","Chad","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",73.5,,
"AFR","Africa","TCD","Chad","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",28.6,,
"ALL","All regions","TCD","Chad","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","TCD","Chad","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",73.5,,
"ALL","All regions","TCD","Chad","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",28.6,,
"AME","Americas","CHL","Chile","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","CHL","Chile","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",10.3,,
"AME","Americas","CHL","Chile","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",6.7,,
"ALL","All regions","CHL","Chile","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","CHL","Chile","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",10.3,,
"ALL","All regions","CHL","Chile","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",6.7,,
"ASI","Asia","CHN","China (People's Republic of)","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","CHN","China (People's Republic of)","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",32.7,,
"ALL","All regions","CHN","China (People's Republic of)","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","CHN","China (People's Republic of)","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",32.7,,
"AME","Americas","COL","Colombia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"AME","Americas","COL","Colombia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",11.1,,
"AME","Americas","COL","Colombia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",37.4,,
"ALL","All regions","COL","Colombia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","COL","Colombia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",11.1,,
"ALL","All regions","COL","Colombia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",37.4,,
"AFR","Africa","COM","Comoros","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","COM","Comoros","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",39,,
"AFR","Africa","COM","Comoros","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",6.4,,
"ALL","All regions","COM","Comoros","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","COM","Comoros","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",39,,
"ALL","All regions","COM","Comoros","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",6.4,,
"AFR","Africa","COG","Congo","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","COG","Congo","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",54.2,,
"ALL","All regions","COG","Congo","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","COG","Congo","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",54.2,,
"AME","Americas","CRI","Costa Rica","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","CRI","Costa Rica","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",3.5,,
"AME","Americas","CRI","Costa Rica","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",36,,
"ALL","All regions","CRI","Costa Rica","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","CRI","Costa Rica","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",3.5,,
"ALL","All regions","CRI","Costa Rica","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",36,,
"AFR","Africa","CIV","Côte d'Ivoire","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","CIV","Côte d'Ivoire","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",47.9,,
"AFR","Africa","CIV","Côte d'Ivoire","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",25.9,,
"ALL","All regions","CIV","Côte d'Ivoire","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","CIV","Côte d'Ivoire","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",47.9,,
"ALL","All regions","CIV","Côte d'Ivoire","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",25.9,,
"EUR","Europe","HRV","Croatia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"EUR","Europe","HRV","Croatia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",4.4,,
"EUR","Europe","HRV","Croatia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",13,,
"ALL","All regions","HRV","Croatia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","HRV","Croatia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",4.4,,
"ALL","All regions","HRV","Croatia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",13,,
"AME","Americas","CUB","Cuba","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","CUB","Cuba","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",3.9,,
"ALL","All regions","CUB","Cuba","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","CUB","Cuba","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",3.9,,
"ASI","Asia","CYP","Cyprus","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ASI","Asia","CYP","Cyprus","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",10.5,,
"ASI","Asia","CYP","Cyprus","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",15,,
"ALL","All regions","CYP","Cyprus","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","CYP","Cyprus","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",10.5,,
"ALL","All regions","CYP","Cyprus","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",15,,
"AFR","Africa","COD","Democratic Republic of the Congo","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","COD","Democratic Republic of the Congo","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",74.8,,
"AFR","Africa","COD","Democratic Republic of the Congo","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",50.7,,
"ALL","All regions","COD","Democratic Republic of the Congo","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","COD","Democratic Republic of the Congo","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",74.8,,
"ALL","All regions","COD","Democratic Republic of the Congo","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",50.7,,
"AFR","Africa","DJI","Djibouti","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","DJI","Djibouti","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AME","Americas","DMA","Dominica","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","DMA","Dominica","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","DOM","Dominican Republic","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"AME","Americas","DOM","Dominican Republic","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",2,,
"AME","Americas","DOM","Dominican Republic","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",20.4,,
"ALL","All regions","DOM","Dominican Republic","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","DOM","Dominican Republic","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",2,,
"ALL","All regions","DOM","Dominican Republic","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",20.4,,
"AME","Americas","ECU","Ecuador","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AME","Americas","ECU","Ecuador","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",25.2,,
"AME","Americas","ECU","Ecuador","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",37.5,,
"ALL","All regions","ECU","Ecuador","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","ECU","Ecuador","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",25.2,,
"ALL","All regions","ECU","Ecuador","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",37.5,,
"AFR","Africa","EGY","Egypt","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","EGY","Egypt","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",35.7,,
"ALL","All regions","EGY","Egypt","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","EGY","Egypt","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",35.7,,
"AME","Americas","SLV","El Salvador","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AME","Americas","SLV","El Salvador","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",7.7,,
"AME","Americas","SLV","El Salvador","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",26.3,,
"ALL","All regions","SLV","El Salvador","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","SLV","El Salvador","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",7.7,,
"ALL","All regions","SLV","El Salvador","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",26.3,,
"AFR","Africa","GNQ","Equatorial Guinea","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",1,,
"AFR","Africa","GNQ","Equatorial Guinea","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",52.6,,
"AFR","Africa","GNQ","Equatorial Guinea","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",56.9,,
"ALL","All regions","GNQ","Equatorial Guinea","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",1,,
"ALL","All regions","GNQ","Equatorial Guinea","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",52.6,,
"ALL","All regions","GNQ","Equatorial Guinea","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",56.9,,
"AFR","Africa","ERI","Eritrea","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","ERI","Eritrea","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",51.4,,
"ALL","All regions","ERI","Eritrea","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ERI","Eritrea","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",51.4,,
"EUR","Europe","EST","Estonia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"EUR","Europe","EST","Estonia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",16.9,,
"EUR","Europe","EST","Estonia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",20,,
"ALL","All regions","EST","Estonia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","EST","Estonia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",16.9,,
"ALL","All regions","EST","Estonia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",20,,
"AFR","Africa","ETH","Ethiopia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","ETH","Ethiopia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",63,,
"AFR","Africa","ETH","Ethiopia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",28,,
"ALL","All regions","ETH","Ethiopia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","ETH","Ethiopia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",63,,
"ALL","All regions","ETH","Ethiopia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",28,,
"ASI","Asia","FJI","Fiji","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","FJI","Fiji","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",42.6,,
"ASI","Asia","FJI","Fiji","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",64.1,,
"ALL","All regions","FJI","Fiji","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","FJI","Fiji","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",42.6,,
"ALL","All regions","FJI","Fiji","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",64.1,,
"AFR","Africa","GAB","Gabon","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","GAB","Gabon","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",50.2,,
"AFR","Africa","GAB","Gabon","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",48.6,,
"ALL","All regions","GAB","Gabon","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GAB","Gabon","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",50.2,,
"ALL","All regions","GAB","Gabon","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",48.6,,
"AFR","Africa","GMB","Gambia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","GMB","Gambia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",58.4,,
"AFR","Africa","GMB","Gambia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",20.1,,
